ID,choice2,age,female,edu,drur,inc_cont,region,nchildren,qual,qual_f,nit_sout_ar,pt,cost_m3,mcost_m3,cost_m3_na,prix_diff,price_tap,pesti_esout_rd_mod,nitrates_esout_rd_mod
2635,2,63,1,2,0,1.9,7,0,3,2,23.06,0.741,-999,-999,2,0,2,25.219999,23.059999
2636,1,41,0,1,0,0.25,9,0,3,2,8.81,1.347,-999,-999,2,4,1,10.23,7.1100001
2637,3,67,1,2,0,1.9,5,0,3,3,32.51,0.772,3,-2.9750472,1,0,2,33.709999,27.32
2638,3,52,0,2,1,3.75,5,2,3,3,16.04,0.946,-999,-999,2,3,0,22.799999,21.940001
2639,1,73,1,3,0,3.75,7,0,3,3,0.7,0.649,-999,-999,2,4,2,0.15000001,0.27000001
2640,3,68,0,4,0,6,7,0,3,1,14.23,0.729,4,-1.9750472,1,5,2,27.43,22.82
2641,3,45,1,2,0,2.65,1,0,3,3,13.34,0.925,21,15.0249528,1,3,2,12.25,14.98
2642,2,63,0,3,1,2.65,6,0,3,2,30.98,0.828,-999,-999,2,3,2,29.059999,24.33
2643,1,60,0,5,0,3.75,6,0,2,2,16.18,0.828,-999,-999,2,4,2,29.059999,24.33
2644,3,68,0,5,0,6,1,0,3,1,7.99,0.932,1,-4.9750472,1,5,1,21.83,7.8200002
2645,3,43,1,3,0,2.65,7,2,3,2,16.54,0.744,-999,-999,2,2,1,30.530001,27.73
2646,1,68,1,2,0,1.9,7,0,3,2,24.24,0.685,4.570000172,-1.405047029,1,2,2,18.280001,18.85
2647,2,51,1,4,0,6,7,3,3,3,0,0.66,-999,-999,2,0,0,0,0
2648,1,51,1,2,0,1,1,0,3,2,21.4,1.041,0.150000006,-5.825047194,1,4,1,28.17,25
2649,2,43,0,2,0,1.9,2,2,3,1,22.78,0.969,10,4.0249528,1,1,2,28.09,23.299999
2650,2,71,0,2,0,1.9,9,0,3,2,4.58,0.827,1.110000014,-4.865047186,1,0,2,8.8299999,4.29
2651,2,58,0,2,0,1.9,8,0,3,1,34.92,0.965,-999,-999,2,2,2,26.41,23.299999
2652,2,66,1,4,1,3.75,6,0,3,1,9.2,0.842,2,-3.9750472,1,1,2,19.01,16.549999
2653,2,43,1,3,0,1.35,9,2,2,3,10.78,0.81,3,-2.9750472,1,2,2,13.23,10.84
2654,3,37,0,4,0,1.35,9,0,1,3,24.73,0.801,-999,-999,2,4,2,31.74,26.5
2655,3,52,1,3,0,3.75,4,2,3,3,39.14,0.715,-999,-999,2,3,2,40.240002,39.849998
2656,1,36,1,4,0,1.9,7,0,3,2,13.01,0.741,-999,-999,2,0,0,25.219999,23.059999
2657,2,64,0,2,0,1.35,10,0,2,2,8.91,0.588,-999,-999,2,4,1,16.690001,7.4200001
2658,1,74,1,3,1,1,10,0,4,2,5.91,0.737,19,13.0249528,1,0,1,14.6,11.38
2659,1,68,1,5,1,6,9,0,3,3,3.01,0.929,-999,-999,2,0,2,15.59,7.2199998
2660,1,70,0,4,0,3.75,5,0,3,3,23.39,0.833,4,-1.9750472,1,5,2,20.190001,13.89
2661,2,31,1,3,1,1.9,3,1,3,3,20.15,1.066,-999,-999,2,2,2,32.470001,22.16
2662,3,44,1,4,0,3.75,7,2,2,3,18.85,0.685,-999,-999,2,3,2,18.280001,18.85
2663,1,69,0,3,0,1.9,7,0,3,2,0.5,0.741,6,0.0249528,1,5,2,0,0.5
2664,2,67,0,5,0,6,9,0,3,1,10.78,0.81,3,-2.9750472,1,4,2,13.23,10.84
2665,2,25,1,4,0,1,5,0,3,3,32.51,0.772,-999,-999,2,0,1,33.709999,27.32
2666,3,66,0,2,0,3.75,7,0,3,1,27.6,0.744,4,-1.9750472,1,5,2,30.530001,27.73
2667,1,67,0,2,1,1.9,8,0,3,1,35.23,0.817,-999,-999,2,0,2,26.5,26.65
2668,1,38,1,4,0,1.35,10,0,2,3,3.23,0.645,3,-2.9750472,1,4,2,35.720001,30.1
2669,2,61,1,2,1,1.9,6,0,2,1,28.38,0.766,-999,-999,2,0,2,27.309999,25.73
2670,1,41,1,4,0,3.75,6,2,3,2,27.51,0.842,5,-0.9750472,1,5,1,19.01,16.549999
2671,1,40,1,4,0,1.9,7,0,3,2,24.24,0.685,-999,-999,2,0,2,18.280001,18.85
2672,2,66,1,4,1,2.65,3,0,3,2,20.15,1.066,10.65999985,4.684952647,1,4,2,32.470001,22.16
2673,2,63,1,2,0,1,1,0,2,2,23.74,1.32,-999,-999,2,2,2,24.809999,10.6
2674,2,58,0,2,0,3.75,8,0,2,3,35,1.034,3,-2.9750472,1,0,2,24.35,26.41
2675,2,61,0,3,0,0.25,6,0,3,3,15.5,0.842,-999,-999,2,3,1,19.01,16.549999
2676,2,35,0,3,0,1.35,7,0,3,3,27.3,0.729,1,-4.9750472,1,2,2,27.43,22.82
2677,3,63,1,3,1,6,9,0,4,3,7.84,0.711,-999,-999,2,2,0,4,2.8699999
2678,1,63,1,5,0,3.75,7,0,2,3,0,0.66,-999,-999,2,0,2,0,0
2679,1,39,1,3,0,1.35,7,3,3,1,0.7,0.649,3.5,-2.4750472,1,3,1,0.15000001,0.27000001
2680,1,41,1,2,0,0.65,6,0,2,3,36.36,1.078,-999,-999,2,0,0,31.370001,30.370001
2681,2,47,1,2,0,1,7,0,2,2,0.7,0.649,-999,-999,2,2,1,0.15000001,0.27000001
2682,2,66,0,2,0,1.35,1,0,3,3,2.53,1.037,-999,-999,2,0,2,2.9100001,4.73
2683,2,31,0,5,1,2.65,8,0,3,1,35,1.034,-999,-999,2,0,2,24.35,26.41
2684,1,60,1,2,0,1.35,9,0,3,1,4.91,1.347,0.949999988,-5.025047212,1,1,2,10.23,7.1100001
2685,1,69,1,2,0,1.9,12,0,3,1,3.52,0.878,8,2.0249528,1,0,2,17.290001,11.32
2686,2,40,1,4,0,2.65,10,2,1,3,25.9,0.677,2,-3.9750472,1,0,2,28.76,12.06
2687,1,28,1,3,0,1.35,9,0,2,3,7.84,0.711,1.879999995,-4.095047205,1,0,2,4,2.8699999
2688,1,67,1,3,0,2.65,7,0,3,2,0.5,0.741,-999,-999,2,0,1,0,0.5
2689,3,64,0,5,1,3.75,2,0,3,2,5.95,1.628,-999,-999,2,4,2,12.43,12.48
2690,3,65,1,3,0,2.65,3,0,3,1,33.17,1.245,2.5,-3.4750472,1,5,2,42,26.58
2691,1,66,1,2,0,2.65,10,0,3,1,25.9,0.677,2,-3.9750472,1,2,2,28.76,12.06
2692,2,42,0,2,0,1.9,6,0,1,3,28.38,0.766,33,27.0249528,1,1,2,27.309999,25.73
2693,3,57,0,2,0,1.9,10,0,3,3,15.56,0.664,-999,-999,2,2,2,24.360001,16.790001
2694,1,46,1,2,1,1,11,0,3,3,8.76,0.829,-999,-999,2,4,1,22.26,14.45
2695,2,66,1,2,1,2.65,1,0,3,1,15.96,0.774,1.200000048,-4.775047153,1,3,2,21.940001,20.559999
2696,2,38,1,5,0,1,6,1,3,3,26.89,1.078,1.5,-4.4750472,1,0,2,31.370001,30.370001
2697,3,30,0,4,1,2.65,12,0,3,1,2.54,1.08,-999,-999,2,3,1,2.1700001,1.6799999
2698,2,33,1,4,0,1.35,8,0,2,3,34.92,0.965,-999,-999,2,0,0,26.41,23.299999
2699,2,67,1,2,1,3.75,11,0,3,2,4.69,0.829,-999,-999,2,0,2,22.26,14.45
2700,1,53,1,1,0,1.9,1,0,2,3,21.4,1.041,2.730000019,-3.245047181,1,2,2,28.17,25
2701,3,53,0,2,0,2.65,4,0,2,2,13.07,0.75,1,-4.9750472,1,3,1,46.349998,21.540001
2702,2,66,1,2,1,1.9,9,0,3,2,33.93,0.91,10,4.0249528,1,0,2,42.970001,36.02
2703,2,40,1,3,1,1.9,7,1,3,3,27.6,0.744,-999,-999,2,4,2,30.530001,27.73
2704,1,61,1,3,0,1.9,4,0,3,1,11.49,0.8,-999,-999,2,5,1,31.23,17.32
2705,2,29,1,5,0,1.35,7,0,2,3,0,0.66,-999,-999,2,0,0,0,0
2706,2,42,0,2,1,1.9,8,3,2,3,24.74,0.817,3,-2.9750472,1,1,2,26.5,26.65
2707,2,66,1,3,1,1.35,7,0,1,3,27.6,0.744,2.339999914,-3.635047286,1,5,2,30.530001,27.73
2708,3,58,0,3,0,1.9,7,0,2,1,26.73,0.741,12,6.0249528,1,5,2,25.219999,23.059999
2709,2,66,1,4,0,6,9,0,2,3,4.08,0.711,3.960000038,-2.015047162,1,4,1,4,2.8699999
2710,2,63,0,3,0,2.65,7,1,3,3,0.5,0.741,-999,-999,2,4,1,0,0.5
2711,2,64,1,5,0,3.75,4,0,3,1,36.23,0.715,-999,-999,2,2,2,40.240002,39.849998
2712,3,32,1,4,0,3.75,1,1,3,2,7.99,0.932,7,1.0249528,1,5,2,21.83,7.8200002
2713,2,50,0,5,0,6,1,1,3,2,21.4,1.041,9,3.0249528,1,5,0,28.17,25
2714,1,59,1,3,0,6,1,0,3,3,7.99,0.932,-999,-999,2,0,2,21.83,7.8200002
2715,3,59,1,3,0,3.75,2,0,3,2,10.04,1.51,-999,-999,2,0,2,7.9200001,9.6800003
2716,1,58,0,2,0,1.9,10,0,3,1,2.53,0.745,3,-2.9750472,1,5,2,29.17,17.41
2717,2,37,1,5,0,2.65,9,2,3,3,1.38,0.827,3,-2.9750472,1,0,0,8.8299999,4.29
2718,2,67,1,2,0,3.75,7,0,2,3,0.5,0.741,-999,-999,2,0,2,0,0.5
2719,2,71,1,2,0,1.9,9,0,3,1,4.91,1.347,12,6.0249528,1,2,2,10.23,7.1100001
2720,3,66,0,4,0,2.65,6,0,3,3,16.55,0.842,-999,-999,2,2,2,19.01,16.549999
2721,3,61,0,2,0,1.9,6,0,2,1,31.82,0.828,4,-1.9750472,1,0,2,29.059999,24.33
2722,1,67,0,3,0,1.9,7,0,3,2,0.7,0.649,4.5,-1.4750472,1,5,2,0.15000001,0.27000001
2723,3,74,0,2,0,1.9,6,0,3,1,16.18,0.828,2,-3.9750472,1,2,2,29.059999,24.33
2724,1,74,1,2,0,1.9,5,0,3,3,28.51,0.803,4.5,-1.4750472,1,1,2,35.459999,31.74
2725,2,62,1,4,0,1.9,10,0,2,3,2.66,1.033,-999,-999,2,1,2,23.940001,6.8800001
2726,1,46,0,4,0,2.65,7,1,3,1,18.79,0.69,-999,-999,2,2,1,19.459999,15.32
2727,2,67,1,3,0,1.9,5,0,3,3,13.18,0.842,4,-1.9750472,1,5,2,18.610001,14.49
2728,1,64,1,2,0,2.65,7,0,3,2,0,0.66,-999,-999,2,2,2,0,0
2729,3,47,0,5,0,6,7,3,1,3,18.85,0.685,-999,-999,2,0,2,18.280001,18.85
2730,3,27,1,4,0,2.65,7,0,3,3,33.01,0.744,-999,-999,2,0,0,30.530001,27.73
2731,1,37,1,4,0,1.9,4,0,2,3,13.07,0.75,3,-2.9750472,1,0,2,46.349998,21.540001
2732,2,70,1,2,1,1.9,7,0,2,3,33.01,0.744,-999,-999,2,4,2,30.530001,27.73
2733,2,67,1,4,0,6,10,0,3,2,4.08,0.745,-999,-999,2,0,1,29.17,17.41
2734,2,40,0,4,0,6,12,1,3,3,4.85,1.045,-999,-999,2,3,2,4.48,1.91
2735,2,60,0,4,1,2.65,10,0,3,3,6.06,0.631,11,5.0249528,1,1,2,5.8899999,6.96
2736,3,50,1,4,0,2.65,2,0,3,3,22.78,0.969,-999,-999,2,0,2,28.09,23.299999
2737,1,34,1,3,1,2.65,4,0,3,3,19.28,0.784,-999,-999,2,4,2,34.060001,22.43
2738,1,38,0,3,1,0.65,5,0,3,3,7.87,0.823,-999,-999,2,3,2,16.58,12.42
2739,2,70,1,5,0,3.75,1,0,3,2,17.89,1.427,4.5,-1.4750472,1,2,2,22.700001,15.03
2740,3,40,0,4,0,2.65,2,0,3,3,13.04,1.06,-999,-999,2,2,2,21.049999,17.9
2741,3,73,1,2,0,1,6,0,2,1,15.5,0.842,-999,-999,2,2,2,19.01,16.549999
2742,2,67,1,5,1,2.65,7,0,1,1,33.01,0.744,-999,-999,2,2,2,30.530001,27.73
2743,2,70,1,3,0,1.9,3,0,2,3,33.17,1.245,-999,-999,2,5,2,42,26.58
2744,3,71,0,5,1,6,8,0,2,1,34.92,0.965,5.5,-0.4750472,1,5,1,26.41,23.299999
2745,3,61,1,3,0,3.75,6,0,3,1,28.38,0.766,2,-3.9750472,1,5,2,27.309999,25.73
2746,3,70,0,5,1,6,7,0,3,1,27.3,0.729,3,-2.9750472,1,5,2,27.43,22.82
2747,3,32,1,3,0,1.9,6,2,2,3,36.36,1.078,4,-1.9750472,1,1,1,31.370001,30.370001
2748,3,44,1,3,1,1.9,1,3,2,3,3.78,1.47,1.299999952,-4.675047248,1,0,2,6.77,2.5
2749,2,65,0,5,0,6,5,0,3,3,12.44,0.842,18,12.0249528,1,5,2,18.610001,14.49
2750,2,41,1,1,0,0.65,8,2,4,1,34.92,0.965,3,-2.9750472,1,1,2,26.41,23.299999
2751,1,66,1,4,0,2.65,2,0,3,3,22.78,0.969,-999,-999,2,5,1,28.09,23.299999
2752,1,66,1,3,0,3.75,3,0,2,3,26.41,1.066,1.059999943,-4.915047257,1,0,2,32.470001,22.16
2753,2,51,0,4,0,6,7,0,3,3,0.64,0.69,0.300000012,-5.675047188,1,4,1,19.459999,15.32
2754,2,69,1,2,1,3.75,7,0,2,1,21.55,0.69,-999,-999,2,4,2,19.459999,15.32
2755,2,46,0,3,0,1.9,5,1,2,1,28.1,0.772,-999,-999,2,2,2,33.709999,27.32
2756,1,49,0,2,0,3.75,3,0,3,2,37.68,1.245,-999,-999,2,2,2,42,26.58
2757,2,66,1,2,0,1.9,12,0,3,3,4.85,1.045,-999,-999,2,0,2,4.48,1.91
2758,2,53,1,2,0,1.35,7,0,2,3,26.73,0.741,5,-0.9750472,1,0,2,25.219999,23.059999
2759,2,39,1,1,0,0.65,7,2,2,1,18.85,0.685,-999,-999,2,0,0,18.280001,18.85
2760,1,78,0,5,0,3.75,7,0,3,2,14.23,0.729,-999,-999,2,3,0,27.43,22.82
2761,2,64,0,2,0,1.9,6,0,3,3,16.55,0.842,5,-0.9750472,1,5,1,19.01,16.549999
2762,3,67,0,4,0,3.75,1,0,3,2,21.4,1.041,1,-4.9750472,1,5,2,28.17,25
2763,3,66,0,4,0,6,6,0,3,3,46.48,1.078,-999,-999,2,5,2,31.370001,30.370001
2764,2,51,0,2,0,1.9,4,0,2,2,39.14,0.715,-999,-999,2,0,2,40.240002,39.849998
2765,3,64,1,3,1,2.65,4,0,3,1,26.46,0.715,2.5,-3.4750472,1,0,1,40.240002,39.849998
2766,3,64,0,5,0,6,7,0,3,1,0,0.66,3,-2.9750472,1,3,1,0,0
2767,1,49,1,2,0,1.35,11,0,2,1,27.55,0.892,-999,-999,2,4,1,23.43,15.19
2768,2,47,1,4,0,6,9,0,2,3,62.81,0.805,-999,-999,2,1,2,25.74,25.879999
2769,3,71,1,4,0,2.65,7,0,3,1,14.23,0.729,-999,-999,2,2,2,27.43,22.82
2770,1,66,1,3,0,1.9,7,0,2,2,18.85,0.685,4.5,-1.4750472,1,5,2,18.280001,18.85
2771,1,63,0,3,0,2.65,10,0,3,2,5.91,0.737,10,4.0249528,1,4,2,14.6,11.38
2772,1,56,1,4,0,1.9,3,0,3,3,33.17,1.245,2.5,-3.4750472,1,0,1,42,26.58
2773,3,62,1,2,0,3.75,7,0,2,3,24.24,0.685,5.5,-0.4750472,1,3,2,18.280001,18.85
2774,3,73,1,5,0,2.65,3,0,3,1,25.98,0.964,-999,-999,2,0,1,40.529999,24.610001
2775,2,71,1,3,0,3.75,11,0,3,2,21.48,0.912,6,0.0249528,1,3,2,23.469999,22.690001
2776,3,39,1,3,0,1,4,2,3,1,28.22,0.75,3,-2.9750472,1,4,2,46.349998,21.540001
2777,2,52,0,4,0,2.65,7,0,3,3,0.99,0.741,5,-0.9750472,1,2,2,21.08679933,0.5
2778,1,55,0,4,0,1,7,0,2,1,23.06,0.741,-999,-999,2,5,1,25.219999,23.059999
2779,1,68,1,4,0,3.75,7,0,3,1,0,0.66,-999,-999,2,4,1,0,0
2780,1,43,0,4,0,1.35,9,0,3,1,1.38,0.827,3,-2.9750472,1,4,1,8.8299999,4.29
2781,2,75,0,5,0,3.75,6,0,3,1,22.76,1.078,3,-2.9750472,1,5,2,31.370001,30.370001
2782,2,44,0,4,0,1,3,0,2,2,28.68,0.964,-999,-999,2,3,1,40.529999,24.610001
2783,1,38,1,3,0,1,12,2,3,3,6.51,0.707,3,-2.9750472,1,0,2,17.540001,16.09
2784,2,70,0,4,1,3.75,7,0,3,1,27.3,0.729,-999,-999,2,2,1,27.43,22.82
2785,3,65,0,5,0,6,11,0,3,1,21.48,0.912,-999,-999,2,2,1,23.469999,22.690001
2786,1,32,0,4,1,9.477,1,1,3,3,6.54,1.427,3,-2.9750472,1,4,1,22.700001,15.03
2787,1,36,1,3,1,3.75,7,0,2,1,21.55,0.69,-999,-999,2,2,2,19.459999,15.32
2788,2,27,1,5,0,3.75,7,0,3,3,18.85,0.685,-999,-999,2,2,0,18.280001,18.85
2789,1,71,0,5,1,9.477,12,0,4,2,3.52,0.878,1,-4.9750472,1,5,1,17.290001,11.32
2790,2,70,0,4,0,2.65,10,1,2,1,6.06,0.631,1.5,-4.4750472,1,5,2,5.8899999,6.96
2791,2,65,1,2,0,3.75,2,0,3,2,12.6,0.973,1.113199949,-4.861847251,1,0,2,18.309999,15.82
2792,2,67,0,4,0,2.65,4,0,3,1,15.97,0.798,4,-1.9750472,1,4,2,13.81,10.63
2793,1,41,0,5,0,1.9,7,0,2,1,0.7,0.649,-999,-999,2,4,0,0.15000001,0.27000001
2794,1,49,0,5,1,6,10,0,3,1,22.56,0.677,5,-0.9750472,1,4,2,28.76,12.06
2795,3,67,1,4,0,3.75,1,0,3,1,21.4,1.041,2.5,-3.4750472,1,5,2,28.17,25
2796,1,63,0,5,0,3.75,10,0,3,2,17.69,0.745,-999,-999,2,5,1,29.17,17.41
2797,3,44,1,5,0,3.75,11,2,2,3,11.35,0.912,-999,-999,2,5,1,20.290001,17.41
2798,1,67,1,3,1,3.75,11,0,3,2,4.69,0.829,-999,-999,2,3,1,22.26,14.45
2799,1,53,1,2,0,1.9,11,0,3,3,12.28,0.829,-999,-999,2,4,2,22.26,14.45
2800,3,66,0,2,1,2.65,8,0,2,3,35.23,0.817,2,-3.9750472,1,4,1,26.5,26.65
2801,1,41,1,3,0,3.75,11,3,3,3,4.69,0.829,-999,-999,2,0,2,22.26,14.45
2802,2,57,0,3,0,1.9,3,0,3,2,49.57,1.245,7,1.0249528,1,4,2,42,26.58
2803,2,70,1,5,0,9.477,7,0,4,1,0.27,0.649,3,-2.9750472,1,5,2,0.15000001,0.27000001
2804,1,62,1,3,0,3.75,9,0,3,1,19.72,0.867,-999,-999,2,4,2,22.559999,24.99
2805,1,64,0,2,0,2.65,7,0,3,3,18.79,0.69,2.700000048,-3.275047153,1,5,2,19.459999,15.32
2806,1,65,1,4,0,2.65,7,0,3,3,24.24,0.685,-999,-999,2,4,2,18.280001,18.85
2807,2,64,0,4,1,1.9,6,0,3,1,15.5,0.842,12,6.0249528,1,3,2,19.01,16.549999
2808,2,47,1,4,1,3.75,6,3,3,3,25.07,0.766,6,0.0249528,1,4,1,27.309999,25.73
2809,1,29,0,5,0,6,7,0,3,3,18.85,0.685,-999,-999,2,3,0,18.280001,18.85
2810,2,67,0,2,0,1.9,5,0,3,2,9.52,0.833,1.409999967,-4.565047234,1,1,2,20.190001,13.89
2811,1,29,1,5,0,6,3,0,3,1,49.57,1.245,-999,-999,2,0,0,42,26.58
2812,1,65,0,5,0,2.65,12,0,3,1,2.54,1.08,22,16.0249528,1,5,2,2.1700001,1.6799999
2813,2,31,1,3,0,2.65,6,1,3,1,15.5,0.842,4,-1.9750472,1,3,2,19.01,16.549999
2814,1,45,1,3,0,1.35,12,2,3,3,9.47,0.505,-999,-999,2,1,2,22.799999,15.08
2815,2,40,1,4,0,3.75,9,1,2,3,24.73,0.801,-999,-999,2,0,0,31.74,26.5
2816,3,62,1,2,0,2.65,2,0,3,3,13.68,1.212,-999,-999,2,2,1,23.629999,13.54
2817,1,32,0,2,0,1.9,5,1,2,3,13.18,0.842,-999,-999,2,2,1,18.610001,14.49
2818,1,66,0,5,1,3.75,1,0,2,2,21.29,1.32,50,44.0249528,1,3,2,24.809999,10.6
2819,2,74,0,5,1,3.75,7,0,3,3,20.6,0.729,4,-1.9750472,1,2,2,27.43,22.82
2820,1,65,0,1,0,0.25,6,3,1,3,26.51,0.864,12,6.0249528,1,0,2,30.52,27.1
2821,3,60,0,3,0,6,9,0,3,3,1.86,0.827,3,-2.9750472,1,0,2,8.8299999,4.29
2822,2,39,0,2,1,3.75,3,0,3,1,20.15,1.066,5,-0.9750472,1,0,2,32.470001,22.16
2823,1,36,1,5,0,1.9,7,0,2,3,14.23,0.729,-999,-999,2,0,1,27.43,22.82
2824,2,49,1,2,0,2.65,2,0,2,3,13.04,1.06,3,-2.9750472,1,5,2,21.049999,17.9
2825,2,69,1,1,1,1.35,7,0,2,2,16.54,0.744,3,-2.9750472,1,3,2,30.530001,27.73
2826,1,54,0,4,1,1.35,7,0,2,1,27.3,0.729,-999,-999,2,1,2,27.43,22.82
2827,2,52,0,4,1,0.65,1,0,3,3,6.91,1.685,4,-1.9750472,1,0,2,7.8699999,5.7800002
2828,2,55,1,3,0,1,5,0,2,1,32.51,0.772,3.5,-2.4750472,1,4,2,33.709999,27.32
2829,3,30,1,4,0,1.35,7,0,3,3,0.7,0.649,-999,-999,2,0,0,0.15000001,0.27000001
2830,2,61,0,2,0,3.75,7,0,2,3,20.6,0.729,3.5,-2.4750472,1,5,2,27.43,22.82
2831,2,42,1,2,0,2.65,5,1,3,3,5.8,0.823,3.650000095,-2.325047105,1,0,2,16.58,12.42
2832,3,32,1,3,0,2.65,12,0,2,2,11.57,0.505,-999,-999,2,2,1,22.799999,15.08
2833,2,62,1,2,1,3.75,9,0,2,1,1.86,0.827,3,-2.9750472,1,4,2,8.8299999,4.29
2834,1,69,1,2,0,0.65,1,0,4,1,7.99,0.932,3,-2.9750472,1,4,2,21.83,7.8200002
2835,1,61,1,4,0,2.65,5,0,3,1,14.67,0.833,-999,-999,2,3,1,20.190001,13.89
2836,3,48,0,1,1,0.65,9,0,4,1,7.84,0.711,5,-0.9750472,1,4,2,4,2.8699999
2837,2,62,1,3,0,1.9,6,0,2,3,16.55,0.842,1.470000029,-4.505047172,1,5,2,19.01,16.549999
2838,1,47,1,4,0,2.65,7,2,4,3,14.23,0.729,-999,-999,2,3,2,27.43,22.82
2839,2,41,0,2,0,1.35,5,0,3,3,10.92,1.234,-999,-999,2,0,1,12,9.6700001
2840,2,26,0,2,0,3.75,12,0,2,3,9.47,0.505,-999,-999,2,3,2,22.799999,15.08
2841,3,58,1,4,0,3.75,3,0,3,1,26.41,1.066,-999,-999,2,4,2,32.470001,22.16
2842,2,42,1,2,0,2.65,12,0,3,3,3.52,0.878,-999,-999,2,1,2,17.290001,11.32
2843,1,64,0,3,1,3.75,1,0,3,1,2.73,1.685,8,2.0249528,1,5,2,7.8699999,5.7800002
2844,2,64,0,5,0,3.75,4,0,3,2,12.53,0.798,5,-0.9750472,1,5,1,13.81,10.63
2845,1,45,0,3,0,2.65,1,0,3,3,6.54,1.32,1.5,-4.4750472,1,3,2,24.809999,10.6
2846,2,73,1,3,0,1.9,7,0,3,1,27.3,0.729,-999,-999,2,0,2,27.43,22.82
2847,1,68,1,4,1,1.9,4,0,2,3,30.77,0.755,50,44.0249528,1,0,2,38.209999,32.41
2848,1,38,0,4,0,3.75,11,0,3,2,11.35,0.912,10,4.0249528,1,4,2,20.290001,17.41
2849,1,53,0,1,1,3.75,8,0,3,1,22.17,1.034,85,79.0249528,1,4,2,24.35,26.41
2850,3,35,1,4,1,3.75,7,3,3,3,16.54,0.744,4,-1.9750472,1,3,2,30.530001,27.73
2851,1,50,1,3,0,2.65,8,2,3,2,23.85,1.034,5,-0.9750472,1,5,2,24.35,26.41
2852,2,42,0,4,0,2.65,7,2,3,1,27.6,0.744,8,2.0249528,1,1,2,30.530001,27.73
2853,3,66,0,4,1,1.9,9,0,3,1,1.86,0.827,1.799999952,-4.175047248,1,4,2,8.8299999,4.29
2854,2,46,1,5,0,2.65,3,1,2,3,19.28,0.884,-999,-999,2,0,1,29.129999,20.51
2855,2,47,0,4,1,3.75,9,1,3,1,0.31,0.827,2.75,-3.2250472,1,1,2,8.8299999,4.29
2856,3,62,1,5,0,6,3,0,3,2,19.28,0.884,-999,-999,2,4,0,29.129999,20.51
2857,3,43,0,3,1,6,8,1,3,1,23.85,1.034,2,-3.9750472,1,2,1,24.35,26.41
2858,1,50,0,4,1,3.75,10,0,3,1,25.85,1.095,4,-1.9750472,1,5,2,14.63,4.6700001
2859,3,72,0,2,0,2.65,6,0,3,2,16.18,0.828,4,-1.9750472,1,4,2,29.059999,24.33
2860,1,30,0,4,1,1.9,1,0,3,3,5.57,0.932,2,-3.9750472,1,5,1,21.83,7.8200002
2861,1,64,0,2,0,3.75,8,0,3,1,27.09,1.13,-999,-999,2,0,1,27.639999,20.98
2862,3,58,0,5,0,2.65,7,0,2,3,0.7,0.649,-999,-999,2,2,2,0.15000001,0.27000001
2863,2,65,1,4,0,2.65,3,0,3,2,33.17,1.245,-999,-999,2,2,2,42,26.58
2864,1,29,1,4,0,1.9,9,0,2,3,62.81,0.805,-999,-999,2,3,0,25.74,25.879999
2865,2,63,0,4,0,3.75,9,0,3,1,1.38,0.827,3.599999905,-2.375047296,1,0,1,8.8299999,4.29
2866,3,62,1,3,0,2.65,3,0,2,3,20.15,1.066,3,-2.9750472,1,3,2,32.470001,22.16
2867,2,74,1,4,1,1.9,11,0,2,1,30.75,0.892,-999,-999,2,3,2,23.43,15.19
2868,3,67,0,4,0,6,10,0,3,3,18.2,0.83,7,1.0249528,1,4,2,30.139999,14.45
2869,2,60,0,3,0,2.65,9,1,3,1,24.73,0.801,3,-2.9750472,1,5,1,31.74,26.5
2870,1,37,1,3,0,2.65,10,2,3,3,15.56,0.664,2,-3.9750472,1,0,2,24.360001,16.790001
2871,3,67,0,3,0,3.75,7,0,4,1,0,0.66,5,-0.9750472,1,2,2,0,0
2872,3,67,1,4,0,1.35,9,0,2,3,33.93,0.91,-999,-999,2,2,1,42.970001,36.02
2873,1,62,1,4,0,3.75,7,1,3,3,0.27,0.649,-999,-999,2,1,2,0.15000001,0.27000001
2874,3,37,0,4,0,3.75,12,1,3,3,6.51,0.707,-999,-999,2,3,1,17.540001,16.09
2875,1,39,1,4,0,1.9,9,1,3,3,1.12,0.827,-999,-999,2,2,0,8.8299999,4.29
2876,1,45,0,4,0,3.75,1,2,3,1,21.4,1.041,3,-2.9750472,1,5,1,28.17,25
2877,2,71,1,2,0,2.65,6,0,2,2,23.83,0.766,-999,-999,2,4,1,27.309999,25.73
2878,1,47,1,2,0,2.65,12,2,3,3,10.47,0.505,-999,-999,2,0,2,22.799999,15.08
2879,1,68,0,5,1,3.75,10,0,3,1,3.23,0.645,2,-3.9750472,1,4,1,35.720001,30.1
2880,1,56,0,3,1,1,10,0,4,2,25.92,0.664,3,-2.9750472,1,3,2,24.360001,16.790001
2881,2,67,1,2,0,1.9,7,0,2,1,23.06,0.741,-999,-999,2,2,2,25.219999,23.059999
2882,2,45,1,2,0,1,7,0,3,3,33.01,0.744,1.909999967,-4.065047234,1,1,2,30.530001,27.73
2883,3,34,1,4,0,3.75,12,1,3,1,7.4,0.949,3,-2.9750472,1,2,2,20.5,4.9699998
2884,2,42,1,4,0,3.75,5,2,3,1,8.19,1.234,2.849999905,-3.125047296,1,2,1,12,9.6700001
