ID,choice2,age,female,edu,drur,inc_cont,region,nchildren,qual,qual_f,nit_sout_ar,pt,cost_m3,mcost_m3,cost_m3_na,prix_diff,price_tap,pesti_esout_rd_mod,nitrates_esout_rd_mod
817,1,21,1,4,0,1,12,0,2,2,1.91,1.045,-999,-999,2,3,1,4.48,1.91
818,1,31,0,5,0,2.65,7,0,3,3,0,0.66,-999,-999,2,3,1,0,0
819,3,24,0,4,0,1,7,0,3,2,0,0.66,-999,-999,2,1,0,0,0
820,3,21,0,4,0,6,8,4,2,3,24.74,0.817,-999,-999,2,2,1,26.5,26.65
821,1,22,0,3,0,2.65,7,1,3,3,0.7,0.649,-999,-999,2,3,0,0.15000001,0.27000001
822,2,78,0,4,0,3.75,6,0,2,1,35.62,0.842,25,19.0249528,1,5,2,19.01,16.549999
823,2,45,1,4,1,3.75,7,0,2,3,36.29,0.744,25,19.0249528,1,2,2,30.530001,27.73
824,1,59,1,2,0,2.65,5,0,3,2,9.52,0.833,-999,-999,2,1,2,20.190001,13.89
825,2,23,0,4,1,2.65,12,0,3,3,2.54,1.08,3,-2.9750472,1,1,2,2.1700001,1.6799999
826,2,22,0,3,0,1.35,4,0,2,3,39.14,0.715,1,-4.9750472,1,4,0,40.240002,39.849998
827,1,58,0,2,0,1.35,7,0,3,1,23.06,0.741,4,-1.9750472,1,5,2,25.219999,23.059999
828,2,35,1,4,0,2.65,7,2,2,3,16.45,0.729,-999,-999,2,1,2,27.43,22.82
829,1,23,1,5,0,1,1,0,3,3,21.4,1.041,-999,-999,2,4,0,28.17,25
830,2,24,1,4,0,2.65,11,0,2,3,26.7,1.001,-999,-999,2,0,2,30.549999,30.940001
831,3,55,0,4,1,1.9,10,1,3,1,3.94,0.677,2,-3.9750472,1,2,2,28.76,12.06
832,2,41,1,4,0,1,8,0,2,3,22.17,1.034,2.5,-3.4750472,1,5,2,24.35,26.41
833,3,61,0,4,0,2.65,8,0,3,3,21.69,0.981,3,-2.9750472,1,4,2,33.540001,19.190001
834,1,54,1,5,0,0.25,1,0,2,3,15.96,0.774,6,0.0249528,1,5,2,21.940001,20.559999
835,2,23,1,5,0,1.9,7,0,3,1,0,0.66,-999,-999,2,0,1,0,0
836,2,23,0,3,0,1,5,0,4,1,28.51,0.803,5,-0.9750472,1,2,1,35.459999,31.74
837,2,53,0,1,0,1.35,1,0,3,3,15.06,0.925,-999,-999,2,0,2,12.25,14.98
838,1,43,0,4,0,1.9,5,0,3,3,8.19,1.234,-999,-999,2,0,1,12,9.6700001
839,2,65,0,3,0,2.65,7,0,3,1,36.29,0.744,10,4.0249528,1,2,2,30.530001,27.73
840,2,45,0,2,0,1.35,3,0,2,3,26.41,1.066,-999,-999,2,3,2,32.470001,22.16
841,1,50,0,2,0,1.35,6,1,3,3,31.5,0.864,2.799999952,-3.175047248,1,2,1,30.52,27.1
842,3,20,1,4,0,1,7,0,3,2,0.27,0.649,5,-0.9750472,1,5,1,0.15000001,0.27000001
843,1,43,1,3,0,1,7,0,2,3,0,0.66,3,-2.9750472,1,4,1,0,0
844,1,80,1,3,0,2.65,9,0,3,1,19.72,0.867,-999,-999,2,0,1,22.559999,24.99
845,3,61,1,5,0,3.75,8,0,3,1,22.17,1.034,10,4.0249528,1,5,1,24.35,26.41
846,2,23,0,4,0,1,4,0,3,2,11.49,0.8,-999,-999,2,2,0,31.23,17.32
847,3,26,0,2,1,1.35,4,0,3,3,18.81,0.8,-999,-999,2,2,1,31.23,17.32
848,2,39,0,4,0,2.65,9,2,3,1,8.81,1.347,0.300000012,-5.675047188,1,0,2,10.23,7.1100001
849,2,25,1,5,0,3.75,12,0,3,3,9,0.505,-999,-999,2,0,0,22.799999,15.08
850,1,29,1,3,0,2.65,7,0,2,3,0,0.66,-999,-999,2,4,1,0,0
851,1,54,0,2,0,1.9,5,3,3,3,27.37,1.135,4,-1.9750472,1,5,2,27.799999,20.030001
852,1,55,0,2,0,3.75,1,0,3,3,8.14,1.685,-999,-999,2,4,2,7.8699999,5.7800002
853,2,28,1,3,0,1,9,0,2,3,12.09,1.095,-999,-999,2,1,1,19.66,11.69
854,1,51,1,2,1,1.9,3,0,3,1,49.57,1.245,0.300000012,-5.675047188,1,2,2,42,26.58
855,3,26,0,4,0,6,8,0,2,3,34.92,0.965,3,-2.9750472,1,5,2,26.41,23.299999
856,1,33,1,2,0,1,7,0,3,2,0.64,0.69,-999,-999,2,0,0,19.459999,15.32
857,2,23,0,5,0,3.75,11,1,2,3,18.2,0.829,4,-1.9750472,1,1,0,22.26,14.45
858,3,23,0,3,0,1.9,1,0,3,3,21.4,1.041,-999,-999,2,0,0,28.17,25
859,2,24,1,5,0,1.9,7,0,2,3,0,0.66,-999,-999,2,5,0,0,0
860,1,59,0,2,0,2.65,10,0,3,2,5.91,0.737,15,9.0249528,1,4,2,14.6,11.38
861,3,50,1,3,0,1,1,0,3,3,7.99,0.932,5,-0.9750472,1,0,2,21.83,7.8200002
862,1,37,1,5,0,0.65,7,0,3,1,26.73,0.741,-999,-999,2,0,0,25.219999,23.059999
863,2,86,1,4,0,2.65,7,0,2,3,0.7,0.649,-999,-999,2,3,2,0.15000001,0.27000001
864,3,22,0,3,1,2.65,8,0,2,3,15.21,1.13,1.5,-4.4750472,1,5,1,27.639999,20.98
865,2,51,0,2,0,0.65,5,0,3,3,28,0.989,-999,-999,2,0,0,24.610001,18.690001
866,2,52,1,1,0,1,2,0,2,3,13.04,1.06,-999,-999,2,0,2,21.049999,17.9
867,1,41,0,1,0,1.35,1,2,2,3,3.78,1.47,-999,-999,2,0,1,6.77,2.5
868,1,39,0,4,0,3.75,1,3,3,3,21.4,1.041,-999,-999,2,0,1,28.17,25
869,1,44,0,4,0,3.75,7,4,3,1,26.73,0.741,-999,-999,2,0,2,25.219999,23.059999
870,2,48,0,2,0,6,1,1,3,2,5.84,1.685,5,-0.9750472,1,5,1,7.8699999,5.7800002
871,2,29,1,4,0,3.75,10,1,3,3,17.69,0.745,3,-2.9750472,1,4,1,29.17,17.41
872,1,51,0,4,0,1.35,12,0,1,3,9.47,0.505,-999,-999,2,3,1,22.799999,15.08
873,1,21,0,4,0,0.65,9,0,1,1,1.38,0.827,3,-2.9750472,1,5,1,8.8299999,4.29
874,1,45,0,2,0,1,1,1,3,1,15.06,0.925,-999,-999,2,2,2,12.25,14.98
875,3,45,1,4,0,2.65,1,1,1,3,8.94,0.932,15,9.0249528,1,2,2,21.83,7.8200002
876,1,79,0,3,0,2.65,1,0,3,1,3.78,1.47,4,-1.9750472,1,4,1,6.77,2.5
877,3,41,1,5,0,6,9,2,3,1,62.81,0.805,6,0.0249528,1,2,2,25.74,25.879999
878,2,24,1,2,0,3.75,7,3,2,1,16.54,0.744,-999,-999,2,0,0,30.530001,27.73
879,1,43,1,4,0,1.9,1,2,3,3,17.51,1.013,-999,-999,2,2,2,22.85,14.37
880,2,50,1,3,0,1,11,0,2,2,27.55,0.892,-999,-999,2,0,0,23.43,15.19
881,2,41,0,4,0,3.75,5,1,3,1,27.9,0.803,-999,-999,2,3,2,35.459999,31.74
882,1,57,0,2,1,3.75,11,0,3,2,27.07,1.001,-999,-999,2,2,2,30.549999,30.940001
883,2,52,0,2,0,3.75,5,0,3,2,14.67,0.833,-999,-999,2,4,1,20.190001,13.89
884,2,51,0,2,0,3.75,6,0,3,2,27.51,0.842,5,-0.9750472,1,5,1,19.01,16.549999
885,3,60,1,1,1,2.65,4,0,2,3,13.07,0.75,-999,-999,2,2,2,46.349998,21.540001
886,1,24,1,3,0,1,10,0,2,3,15.07,0.737,-999,-999,2,2,2,14.6,11.38
887,1,23,1,4,0,0.25,1,0,2,3,15.06,0.925,-999,-999,2,1,2,12.25,14.98
888,1,44,1,2,0,2.65,11,2,3,2,22.02,0.912,-999,-999,2,4,1,23.469999,22.690001
889,1,50,0,3,0,3.75,5,0,3,1,13.18,0.842,8,2.0249528,1,4,1,18.610001,14.49
890,3,33,1,4,1,1,11,0,3,2,26.7,1.001,-999,-999,2,3,0,30.549999,30.940001
891,2,38,0,3,0,2.65,8,3,3,3,35,1.034,-999,-999,2,0,2,24.35,26.41
892,1,57,1,4,0,1.35,7,0,3,1,0.27,0.649,-999,-999,2,2,2,0.15000001,0.27000001
893,1,28,0,4,1,1.9,7,1,3,1,33.01,0.744,1.899999976,-4.075047224,1,5,1,30.530001,27.73
894,1,52,0,2,0,2.65,2,1,3,1,13.68,1.212,3.440000057,-2.535047143,1,5,2,23.629999,13.54
895,1,27,1,5,0,2.65,7,0,3,1,0,0.66,20,14.0249528,1,5,2,0,0
896,2,54,0,2,0,1.9,6,1,3,3,46.48,1.078,-999,-999,2,0,2,31.370001,30.370001
897,1,31,0,4,0,1,3,0,3,2,19.28,0.884,-999,-999,2,4,1,29.129999,20.51
898,2,48,1,3,1,2.65,5,1,3,2,28.51,0.803,-999,-999,2,3,2,35.459999,31.74
899,1,39,1,3,1,1.9,2,2,3,1,8.81,1.628,-999,-999,2,0,2,12.43,12.48
900,2,56,0,3,0,1.9,9,0,3,1,24.73,0.801,5,-0.9750472,1,5,2,31.74,26.5
901,2,32,0,3,0,0.65,12,1,2,3,11.57,0.505,-999,-999,2,0,2,22.799999,15.08
902,3,56,0,2,0,6,6,1,3,3,16.55,0.842,4,-1.9750472,1,5,2,19.01,16.549999
903,1,25,1,3,0,2.65,7,0,3,3,18.79,0.69,5,-0.9750472,1,0,0,19.459999,15.32
904,2,36,0,3,0,1.9,8,1,2,1,15.21,1.13,-999,-999,2,1,2,27.639999,20.98
905,1,22,0,4,0,1,2,0,3,3,13.68,1.212,3,-2.9750472,1,4,1,23.629999,13.54
906,1,19,0,4,0,6,7,0,3,1,18.85,0.685,8,2.0249528,1,4,1,18.280001,18.85
907,1,20,1,4,0,0.25,11,0,3,2,4.69,0.829,3,-2.9750472,1,5,1,22.26,14.45
908,1,32,1,5,0,3.75,7,0,2,2,0,0.66,-999,-999,2,2,2,0,0
909,1,24,0,5,0,3.75,1,0,3,3,21.4,1.041,-999,-999,2,3,1,28.17,25
910,1,47,1,5,0,3.75,1,1,2,3,21.4,1.041,-999,-999,2,0,2,28.17,25
911,1,42,0,4,0,9.477,1,2,2,1,13.34,0.925,10,4.0249528,1,4,2,12.25,14.98
912,2,77,0,5,0,6,7,0,3,1,20.6,0.729,-999,-999,2,2,2,27.43,22.82
913,2,34,1,4,0,2.65,7,2,2,3,24.24,0.685,-999,-999,2,4,1,18.280001,18.85
914,2,53,0,3,0,3.75,6,0,3,1,26.51,0.864,1,-4.9750472,1,5,1,30.52,27.1
915,2,40,0,4,0,1.9,7,3,2,3,20.6,0.729,20,14.0249528,1,1,0,27.43,22.82
916,1,80,1,2,0,1.35,1,0,3,3,21.4,1.041,-999,-999,2,0,2,28.17,25
917,1,30,1,4,0,2.65,11,0,2,3,27.55,0.892,-999,-999,2,2,2,23.43,15.19
918,3,80,0,2,0,3.75,2,0,3,2,14.71,1.06,-999,-999,2,4,2,21.049999,17.9
919,2,46,0,4,0,2.65,5,0,3,3,8.51,0.833,3,-2.9750472,1,5,2,20.190001,13.89
920,1,62,0,2,1,2.65,9,1,2,2,36.35,0.805,4,-1.9750472,1,5,1,25.74,25.879999
921,2,32,1,5,0,1,9,0,3,3,1.86,0.827,-999,-999,2,3,0,8.8299999,4.29
922,1,75,0,5,1,6,1,0,4,1,2.53,1.037,3,-2.9750472,1,5,2,2.9100001,4.73
923,1,76,0,2,0,2.65,9,0,3,1,16.24,0.805,2.849999905,-3.125047296,1,0,2,25.74,25.879999
924,3,79,0,5,1,6,4,0,3,2,2.86,0.798,-999,-999,2,3,0,13.81,10.63
925,2,38,0,4,0,1.35,3,0,3,2,49.57,1.245,2,-3.9750472,1,3,2,42,26.58
926,2,55,0,2,0,2.65,5,0,3,2,20.04,0.823,1.799999952,-4.175047248,1,3,2,16.58,12.42
927,3,38,0,4,1,1.35,8,3,3,3,20.64,0.817,3,-2.9750472,1,1,2,26.5,26.65
928,3,34,0,4,0,2.65,11,2,3,3,4.69,0.829,-999,-999,2,5,1,22.26,14.45
929,3,77,1,4,0,2.65,7,0,3,2,0,0.66,12,6.0249528,1,3,2,0,0
930,1,55,1,4,0,2.65,1,2,3,1,14.68,1.041,3,-2.9750472,1,2,2,28.17,25
931,1,25,0,5,0,0.25,12,0,4,1,10.47,0.505,2,-3.9750472,1,0,2,22.799999,15.08
932,2,59,0,3,0,6,7,0,1,3,0,0.66,-999,-999,2,3,2,0,0
933,1,78,0,5,1,6,6,0,2,1,25.07,0.766,-999,-999,2,5,1,27.309999,25.73
934,1,25,0,4,0,2.65,12,0,3,3,7.38,0.707,5,-0.9750472,1,3,2,17.540001,16.09
935,2,77,1,5,0,2.65,6,0,4,2,15.5,0.842,3,-2.9750472,1,0,2,19.01,16.549999
936,1,31,1,3,1,1,3,2,3,1,26.41,1.066,-999,-999,2,2,1,32.470001,22.16
937,1,29,0,4,0,1.9,12,0,2,1,11.57,0.505,-999,-999,2,4,2,22.799999,15.08
938,2,77,1,4,0,1.9,6,2,3,3,15.5,0.842,0.5,-5.4750472,1,2,2,19.01,16.549999
939,1,23,1,4,0,2.65,9,0,3,3,1.38,0.827,-999,-999,2,0,1,8.8299999,4.29
940,2,53,1,3,0,6,7,0,3,2,0.27,0.649,2,-3.9750472,1,0,1,0.15000001,0.27000001
941,1,39,1,4,0,6,1,2,3,3,21.4,1.041,-999,-999,2,3,1,28.17,25
942,3,61,0,2,0,3.75,1,0,3,3,5.84,1.685,3,-2.9750472,1,5,1,7.8699999,5.7800002
943,1,21,1,1,0,0.65,7,1,2,2,0.27,0.649,-999,-999,2,0,0,0.15000001,0.27000001
944,1,23,1,5,0,0.25,10,0,1,3,25.9,0.677,-999,-999,2,0,0,28.76,12.06
945,3,22,0,4,0,1.35,8,0,3,3,23.85,1.034,5,-0.9750472,1,5,2,24.35,26.41
946,2,47,0,2,0,1.9,8,2,3,2,15.61,0.965,-999,-999,2,0,2,26.41,23.299999
947,2,21,0,4,0,3.75,1,0,3,3,7.99,0.932,-999,-999,2,4,1,21.83,7.8200002
948,2,24,1,4,1,2.65,1,0,3,2,17.89,1.427,4,-1.9750472,1,0,2,22.700001,15.03
949,2,55,1,3,0,1.9,12,0,2,3,9.47,0.505,-999,-999,2,0,1,22.799999,15.08
950,3,32,1,3,0,2.65,10,2,3,3,17.69,0.745,-999,-999,2,4,1,29.17,17.41
951,1,79,1,2,1,1.9,1,0,1,3,2.53,1.037,-999,-999,2,0,1,2.9100001,4.73
952,1,21,0,3,0,1,9,0,3,3,8.81,1.347,-999,-999,2,0,0,10.23,7.1100001
953,3,23,0,2,1,1.35,10,0,3,3,4.08,0.745,1,-4.9750472,1,1,1,29.17,17.41
954,2,46,0,3,0,6,12,1,3,3,18.17,0.878,3,-2.9750472,1,4,2,17.290001,11.32
955,1,24,0,5,0,1.35,10,0,2,1,15.07,0.737,-999,-999,2,3,1,14.6,11.38
956,2,60,1,2,0,1.9,5,0,2,2,32.51,0.772,3,-2.9750472,1,5,1,33.709999,27.32
957,2,21,0,3,0,0.65,1,0,3,3,6.54,1.32,0.100000001,-5.875047199,1,2,1,24.809999,10.6
958,3,42,1,2,0,2.65,3,2,3,3,25.98,0.964,-999,-999,2,2,2,40.529999,24.610001
959,1,29,1,3,0,2.65,3,0,3,3,26.41,1.066,-999,-999,2,3,1,32.470001,22.16
960,3,55,1,2,0,2.65,12,0,3,3,18.17,0.878,1.450000048,-4.525047153,1,3,2,17.290001,11.32
961,1,84,1,1,0,0.65,12,0,2,3,9,0.505,-999,-999,2,0,2,22.799999,15.08
962,2,43,0,5,0,1.35,9,1,4,1,8.81,1.347,5,-0.9750472,1,2,1,10.23,7.1100001
963,1,36,0,4,0,6,5,2,3,2,13.18,0.842,-999,-999,2,0,2,18.610001,14.49
964,1,22,1,4,0,1.35,10,0,3,2,13.98,0.83,-999,-999,2,0,0,30.139999,14.45
965,2,38,0,5,0,6,7,1,3,2,0,0.66,-999,-999,2,3,1,0,0
966,1,78,1,3,1,0.65,10,0,3,1,18.2,0.83,3,-2.9750472,1,5,1,30.139999,14.45
967,1,37,1,4,0,3.75,12,3,2,1,9.47,0.505,-999,-999,2,3,1,22.799999,15.08
968,2,22,0,4,0,0.65,1,0,3,1,11.02,0.925,-999,-999,2,0,0,12.25,14.98
969,2,45,0,3,1,3.75,2,0,3,2,13.04,1.06,1,-4.9750472,1,0,2,21.049999,17.9
970,1,51,1,4,1,1.9,4,0,3,2,28.22,0.75,-999,-999,2,4,1,46.349998,21.540001
971,1,88,1,1,1,1,5,0,3,2,15.31,0.946,-999,-999,2,0,0,22.799999,21.940001
972,1,22,1,4,0,1,1,0,3,1,6.54,1.32,-999,-999,2,4,1,24.809999,10.6
973,1,32,0,3,0,1,1,0,3,2,21.4,1.041,-999,-999,2,3,2,28.17,25
974,1,45,0,2,0,1.9,3,2,2,3,26.41,1.066,-999,-999,2,5,2,32.470001,22.16
975,2,40,0,2,0,2.65,5,1,2,3,8.19,1.234,-999,-999,2,0,2,12,9.6700001
976,2,79,0,4,1,2.65,5,0,2,3,36.94,0.803,10,4.0249528,1,2,2,35.459999,31.74
977,2,37,0,5,1,2.65,8,3,3,3,23.85,1.034,0.629999995,-5.345047205,1,4,1,24.35,26.41
978,3,59,1,2,0,2.65,1,0,2,3,21.29,1.32,-999,-999,2,3,2,24.809999,10.6
979,1,61,0,2,0,1.9,10,0,3,1,22.56,0.677,0.00386,-5.9711872,1,2,2,28.76,12.06
980,2,42,1,3,0,3.75,7,1,1,3,0.27,0.649,-999,-999,2,0,2,0.15000001,0.27000001
981,3,31,0,2,0,0.25,10,0,2,3,3.94,0.677,-999,-999,2,2,2,28.76,12.06
982,1,78,1,4,0,1.35,12,0,3,1,10.47,0.505,-999,-999,2,2,2,22.799999,15.08
983,1,76,0,2,0,2.65,12,0,4,3,4.85,1.045,-999,-999,2,2,2,4.48,1.91
984,2,80,0,5,0,9.477,10,0,3,1,15.07,0.737,-999,-999,2,0,0,14.6,11.38
985,2,83,0,5,0,3.75,12,0,3,2,11.57,0.505,1.389999986,-4.585047215,1,3,2,22.799999,15.08
986,1,43,0,4,0,1.9,2,1,4,1,10.04,1.51,-999,-999,2,5,0,7.9200001,9.6800003
987,3,36,0,2,0,3.75,7,0,3,2,14.23,0.729,2,-3.9750472,1,2,1,27.43,22.82
988,1,24,0,5,0,1.9,7,0,3,1,0.64,0.69,-999,-999,2,3,1,19.459999,15.32
989,1,22,1,4,0,2.65,4,0,3,3,18.81,0.8,-999,-999,2,0,0,31.23,17.32
990,2,76,0,2,0,6,5,0,3,3,13.18,0.842,-999,-999,2,5,1,18.610001,14.49
991,2,62,1,2,0,3.75,11,0,2,3,27.55,0.892,0.899999976,-5.075047224,1,5,2,23.43,15.19
992,1,23,1,4,0,2.65,1,0,2,3,5.84,1.685,1.309999943,-4.665047257,1,5,0,7.8699999,5.7800002
993,3,39,1,4,1,1.9,1,0,2,3,17.89,1.427,-999,-999,2,0,2,22.700001,15.03
994,3,47,1,2,0,1.35,4,0,2,3,11.49,0.8,-999,-999,2,2,1,31.23,17.32
995,1,41,1,3,0,3.75,9,2,3,3,3.01,0.929,18,12.0249528,1,3,2,15.59,7.2199998
996,3,35,0,3,1,1.9,2,0,4,2,7.36,1.683,2,-3.9750472,1,0,2,9.7600002,8.6199999
997,1,40,0,2,0,1.9,5,0,3,3,8.19,1.234,-999,-999,2,0,2,12,9.6700001
998,3,36,1,5,0,1.9,9,0,3,3,43.37,0.91,-999,-999,2,2,2,42.970001,36.02
999,1,54,0,2,1,1,1,0,3,1,13.34,0.925,-999,-999,2,0,2,12.25,14.98
1000,3,42,1,5,0,3.75,9,3,3,3,62.81,0.805,-999,-999,2,4,2,25.74,25.879999
1001,1,38,0,5,0,3.75,4,2,3,1,42.62,0.715,3,-2.9750472,1,5,1,40.240002,39.849998
1002,2,75,0,2,0,2.65,9,0,3,3,0.49,0.827,47,41.0249528,1,3,1,8.8299999,4.29
1003,2,29,0,4,1,1.35,2,0,3,3,30.74,0.834,1,-4.9750472,1,0,2,32.689999,29.709999
1004,3,70,1,2,0,1.9,5,0,3,1,34.09,0.772,2.930000067,-3.045047133,1,5,2,33.709999,27.32
1005,3,73,0,2,0,6,5,0,3,2,13.18,0.842,3.400000095,-2.575047105,1,0,2,18.610001,14.49
1006,2,52,0,1,0,2.65,7,0,2,2,18.85,0.685,-999,-999,2,1,2,18.280001,18.85
1007,2,24,0,5,0,0.65,7,0,3,3,0.27,0.649,-999,-999,2,3,1,0.15000001,0.27000001
1008,2,49,0,2,0,2.65,5,0,4,1,8.51,0.833,3,-2.9750472,1,3,0,20.190001,13.89
1009,2,54,1,2,0,1.9,12,2,2,3,10.47,0.505,-999,-999,2,1,2,22.799999,15.08
1010,2,58,0,5,0,9.477,7,1,3,1,0,0.66,25,19.0249528,1,5,2,0,0
1011,2,53,0,2,0,1.9,7,0,3,3,18.85,0.685,-999,-999,2,0,0,18.280001,18.85
1012,1,60,0,3,0,1.9,12,0,1,3,1.87,1.045,-999,-999,2,0,0,4.48,1.91
1013,1,84,1,4,0,1.9,7,0,3,3,0.27,0.649,4.179999828,-1.795047372,1,0,2,0.15000001,0.27000001
1014,1,78,0,5,0,3.75,9,0,4,2,1.38,0.827,-999,-999,2,5,0,8.8299999,4.29
1015,1,24,1,3,1,1.9,3,2,2,2,23.04,0.884,4,-1.9750472,1,0,2,29.129999,20.51
1016,1,32,0,3,0,1,10,0,2,2,25.9,0.677,-999,-999,2,2,1,28.76,12.06
1017,2,59,1,2,0,1.9,7,0,3,3,0.64,0.69,-999,-999,2,0,2,19.459999,15.32
1018,1,77,0,5,0,6,7,0,2,1,0,0.66,15,9.0249528,1,3,2,0,0
1019,2,22,0,4,0,1.9,1,0,3,1,21.4,1.041,-999,-999,2,2,1,28.17,25
1020,1,24,0,3,0,0.65,1,0,3,3,21.4,1.041,-999,-999,2,2,0,28.17,25
1021,3,53,0,2,0,1,11,0,1,3,18.39,0.912,6,0.0249528,1,3,2,20.290001,17.41
1022,1,82,0,3,0,1.9,6,0,3,1,16.55,0.842,-999,-999,2,4,2,19.01,16.549999
1023,2,27,0,3,0,1.9,6,1,3,2,16.55,0.842,-999,-999,2,3,1,19.01,16.549999
1024,1,61,0,4,0,1.9,9,0,3,1,4.58,0.827,-999,-999,2,0,2,8.8299999,4.29
1025,3,25,0,4,0,1.35,10,0,2,3,25.9,0.677,-999,-999,2,3,2,28.76,12.06
1026,2,42,0,5,0,6,11,3,3,1,27.55,0.892,2,-3.9750472,1,3,1,23.43,15.19
1027,1,30,0,4,0,1.35,12,0,2,1,10.47,0.505,-999,-999,2,3,1,22.799999,15.08
1028,1,61,0,3,0,2.65,1,1,3,3,7.99,0.932,2,-3.9750472,1,4,2,21.83,7.8200002
1029,2,28,1,2,0,3.75,7,0,2,3,27.3,0.729,-999,-999,2,0,0,27.43,22.82
1030,3,88,0,5,1,3.75,1,0,3,1,5.16,1.427,1,-4.9750472,1,3,1,22.700001,15.03
1031,1,24,1,4,0,1,8,0,3,3,22.17,1.034,8,2.0249528,1,3,2,24.35,26.41
1032,1,37,1,4,0,1.9,7,0,2,3,0,0.66,-999,-999,2,3,0,0,0
1033,3,60,0,2,0,3.75,10,0,3,3,13.98,0.83,-999,-999,2,2,0,30.139999,14.45
1034,2,59,0,2,0,1.35,12,0,3,2,9,0.505,-999,-999,2,0,0,22.799999,15.08
1035,2,29,0,4,1,2.65,11,0,2,2,21.48,0.912,-999,-999,2,4,2,23.469999,22.690001
1036,3,56,1,3,0,3.75,9,0,3,2,13.04,0.96,19,13.0249528,1,3,2,14.27,12.45
1037,3,26,1,4,0,2.65,11,1,3,2,27.55,0.892,-999,-999,2,3,2,23.43,15.19
1038,2,23,0,5,0,2.65,5,0,3,1,8.51,0.833,-999,-999,2,3,1,20.190001,13.89
1039,1,22,1,4,0,1.35,7,0,3,1,18.85,0.685,-999,-999,2,0,1,18.280001,18.85
1040,2,36,1,4,0,0.65,12,1,2,3,4.85,1.045,20,14.0249528,1,2,2,4.48,1.91
1041,1,49,1,3,0,2.65,3,3,2,3,19.28,0.884,10,4.0249528,1,2,2,29.129999,20.51
1042,1,28,1,5,0,2.65,7,1,2,1,11.17,0.744,-999,-999,2,3,1,30.530001,27.73
1043,3,28,0,5,0,3.75,10,0,4,1,17.69,0.745,-999,-999,2,2,1,29.17,17.41
1044,1,23,1,5,0,0.65,1,0,3,2,21.4,1.041,-999,-999,2,0,1,28.17,25
1045,2,37,0,3,1,1.9,2,0,3,3,31.78,0.834,5,-0.9750472,1,2,2,32.689999,29.709999
1046,2,64,0,5,0,1.9,7,0,3,2,0,0.66,5,-0.9750472,1,4,1,0,0
1047,3,27,1,4,0,2.65,1,2,3,3,3.78,1.47,9,3.0249528,1,2,2,6.77,2.5
1048,1,39,0,4,0,1.9,10,0,2,3,15.07,0.737,5,-0.9750472,1,5,2,14.6,11.38
1049,2,52,0,3,1,1.35,9,1,3,2,13.04,0.96,-999,-999,2,2,1,14.27,12.45
1050,2,57,0,4,0,2.65,1,0,3,3,17.51,1.013,-999,-999,2,3,2,22.85,14.37
1051,1,21,0,4,0,1,7,0,3,3,18.85,0.685,-999,-999,2,0,0,18.280001,18.85
1052,1,43,0,3,0,3.75,2,2,3,3,5.95,1.628,1,-4.9750472,1,5,1,12.43,12.48
1053,1,52,1,2,1,1.9,1,1,3,3,17.89,1.427,-999,-999,2,2,0,22.700001,15.03
1054,3,76,1,5,0,3.75,1,0,3,1,13.34,0.925,-999,-999,2,0,2,12.25,14.98
1055,3,64,0,3,0,2.65,10,0,3,1,17.69,0.745,8,2.0249528,1,5,2,29.17,17.41
1056,1,69,1,4,0,6,12,0,3,3,11.57,0.505,-999,-999,2,5,0,22.799999,15.08
1057,2,63,0,2,0,2.65,7,0,2,3,24.24,0.685,-999,-999,2,2,2,18.280001,18.85
1058,3,24,1,5,0,6,6,1,2,3,30.98,0.828,5,-0.9750472,1,3,0,29.059999,24.33
1059,2,20,1,3,0,2.65,7,1,2,3,27.3,0.729,-999,-999,2,1,2,27.43,22.82
1060,1,38,1,2,0,2.65,6,1,3,3,23.87,0.842,-999,-999,2,2,1,19.01,16.549999
1061,3,52,0,3,0,1.35,7,2,3,1,0.99,0.741,-999,-999,2,3,2,21.08679933,0.5
1062,1,37,1,2,1,3.75,1,0,2,3,2.1,1.47,3,-2.9750472,1,5,2,6.77,2.5
1063,1,70,0,2,0,2.65,5,0,4,1,16.96,0.946,4,-1.9750472,1,5,2,22.799999,21.940001
1064,3,55,1,2,0,1.9,6,0,3,2,15.5,0.842,-999,-999,2,2,2,19.01,16.549999
1065,1,56,1,4,0,1.9,11,0,3,3,27.55,0.892,2,-3.9750472,1,5,2,23.43,15.19
1066,1,69,0,5,0,3.75,12,0,3,2,1.87,1.045,3.200000048,-2.775047153,1,5,2,4.48,1.91
1067,1,48,0,2,1,1,11,0,4,1,4.69,0.829,4,-1.9750472,1,4,1,22.26,14.45
1068,2,42,1,5,1,3.75,5,0,1,3,14.37,0.842,9,3.0249528,1,3,2,18.610001,14.49
1069,1,48,0,3,0,3.75,12,1,3,2,18.17,0.878,-999,-999,2,3,2,17.290001,11.32
1070,3,36,1,3,0,3.75,6,2,3,2,23.87,0.842,6,0.0249528,1,5,2,19.01,16.549999
1071,3,36,0,4,1,1.9,7,1,2,3,21.55,0.69,2,-3.9750472,1,2,2,19.459999,15.32
1072,1,24,1,4,1,3.75,8,0,3,1,34.92,0.965,-999,-999,2,2,1,26.41,23.299999
1073,1,22,0,3,0,1.35,7,2,1,3,0,0.66,8,2.0249528,1,3,2,0,0
1074,1,67,0,5,0,6,12,0,3,3,10.47,0.505,10,4.0249528,1,4,2,22.799999,15.08
